Funct	Description
1.1.1.240	N-acetylhexosamine 1-dehydrogenase; N-acetylhexosamine dehydrogenase; N-acetyl-D-hexosamine dehydrogenase
1.1.1.241	6-endo-hydroxycineole dehydrogenase
1.1.1.242	Transferred to 1.3.1.69
1.1.1.243	carveol dehydrogenase; (-)-trans-carveol dehydrogenase
1.1.1.244	methanol dehydrogenase
1.1.1.245	cyclohexanol dehydrogenase
1.1.1.246	Transferred to 1.1.1.348 and 4.2.1.139
1.1.1.247	codeinone reductase (NADPH)
1.1.1.248	salutaridine reductase (NADPH)
1.1.1.249	Deleted entry
1.1.1.25	shikimate dehydrogenase (NADP+); shikimate dehydrogenase; dehydroshikimic reductase; shikimate oxidoreductase; shikimate:NADP+ oxidoreductase; 5-dehydroshikimate reductase; shikimate 5-dehydrogenase; 5-dehydroshikimic reductase; DHS reductase; shikimate:NADP+ 5-oxidoreductase; AroE
1.1.1.250	D-arabinitol 2-dehydrogenase; D-arabinitol 2-dehydrogenase (ribulose-forming)
1.1.1.251	galactitol-1-phosphate 5-dehydrogenase; gatD (gene name)
1.1.1.252	tetrahydroxynaphthalene reductase
1.1.1.253	Transferred to 1.5.1.33
1.1.1.254	(S)-carnitine 3-dehydrogenase
1.1.1.255	mannitol dehydrogenase; MTD; NAD+-dependent mannitol dehydrogenase
1.1.1.256	fluoren-9-ol dehydrogenase
1.1.1.257	4-(hydroxymethyl)benzenesulfonate dehydrogenase
1.1.1.258	6-hydroxyhexanoate dehydrogenase
1.1.1.259	3-hydroxypimeloyl-CoA dehydrogenase
1.1.1.26	glyoxylate reductase; NADH-glyoxylate reductase; glyoxylic acid reductase; NADH-dependent glyoxylate reductase
1.1.1.260	sulcatone reductase
1.1.1.261	sn-glycerol-1-phosphate dehydrogenase; glycerol-1-phosphate dehydrogenase [NAD(P)+]; sn-glycerol-1-phosphate:NAD+ oxidoreductase; G-1-P dehydrogenase; Gro1PDH; AraM
1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase; NAD+-dependent threonine 4-phosphate dehydrogenase; L-threonine 4-phosphate dehydrogenase; 4-(phosphohydroxy)-L-threonine dehydrogenase; PdxA; 4-(phosphonooxy)-L-threonine:NAD+ oxidoreductase; 4-phosphooxy-L-threonine:NAD+ oxidoreductase
1.1.1.263	1,5-anhydro-D-fructose reductase
1.1.1.264	L-idonate 5-dehydrogenase
1.1.1.265	3-methylbutanal reductase
1.1.1.266	dTDP-4-dehydro-6-deoxyglucose reductase; dTDP-4-keto-6-deoxyglucose reductase; dTDP-D-fucose:NADP+ oxidoreductase; Fcf1; dTDP-6-deoxy-D-xylo-hex-4-ulopyranose reductase
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase; DXP-reductoisomerase; 1-deoxy-D-xylulose-5-phosphate isomeroreductase; 2-C-methyl-D-erythritol 4-phosphate (MEP) synthase
1.1.1.268	2-(R)-hydroxypropyl-CoM dehydrogenase; 2-(2-(R)-hydroxypropylthio)ethanesulfonate dehydrogenase; 2-[2-(R)-hydroxypropylthio]ethanesulfonate:NAD+ oxidoreductase
1.1.1.269	2-(S)-hydroxypropyl-CoM dehydrogenase; 2-(2-(S)-hydroxypropylthio)ethanesulfonate dehydrogenase; 2-[2-(S)-hydroxypropylthio]ethanesulfonate:NAD+ oxidoreductase
1.1.1.27	L-lactate dehydrogenase; lactic acid dehydrogenase; L(+)-nLDH; L-(+)-lactate dehydrogenase; L-lactic dehydrogenase; L-lactic acid dehydrogenase; lactate dehydrogenase; lactate dehydrogenase NAD+-dependent; lactic dehydrogenase; NAD+-lactate dehydrogenase
1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase; 3-keto-steroid reductase; 3-KSR; HSD17B7 (gene name); ERG27 (gene name)
1.1.1.271	GDP-L-fucose synthase; GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase; GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)
1.1.1.272	D-2-hydroxyacid dehydrogenase (NADP+); ddh (gene name)
1.1.1.273	vellosimine dehydrogenase
1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming); 2,5-diketo-D-gluconate reductase (ambiguous)
1.1.1.275	(+)-trans-carveol dehydrogenase; carveol dehydrogenase
1.1.1.276	serine 3-dehydrogenase (NADP+); serine 3-dehydrogenase
1.1.1.277	3beta-hydroxy-5beta-steroid dehydrogenase; 3beta-hydroxysteroid 5beta-oxidoreductase; 3beta-hydroxysteroid 5beta-progesterone oxidoreductase
1.1.1.278	3beta-hydroxy-5alpha-steroid dehydrogenase
1.1.1.279	(R)-3-hydroxyacid-ester dehydrogenase; 3-oxo ester (R)-reductase
1.1.1.28	D-lactate dehydrogenase; lactic acid dehydrogenase; lactic acid dehydrogenase; D-specific lactic dehydrogenase; D-(-)-lactate dehydrogenase (NAD+); D-lactic acid dehydrogenase; D-lactic dehydrogenase
1.1.1.280	(S)-3-hydroxyacid-ester dehydrogenase; 3-oxo ester (S)-reductase
1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase; GDP-4-keto-6-deoxy-D-mannose reductase [ambiguous]; GDP-6-deoxy-D-lyxo-4-hexulose reductase; Rmd; GDP-6-deoxy-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming); GDP-6-deoxy-alpha-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming)
1.1.1.282	quinate/shikimate dehydrogenase [NAD(P)+]; YdiB; quinate/shikimate dehydrogenase (ambiguous)
1.1.1.283	methylglyoxal reductase (NADPH); lactaldehyde dehydrogenase (NADP+); GRE2 (gene name); methylglyoxal reductase (NADPH-dependent); lactaldehyde:NADP+ oxidoreductase
1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase; NAD-linked formaldehyde dehydrogenase (incorrect); formaldehyde dehydrogenase (incorrect); formic dehydrogenase (incorrect); class III alcohol dehydrogenase; ADH3; chi-ADH; FDH (incorrect); formaldehyde dehydrogenase (glutathione) (incorrect); GS-FDH (incorrect); glutathione-dependent formaldehyde dehydrogenase (incorrect); GD-FALDH; NAD- and glutathione-dependent formaldehyde dehydrogenase; NAD-dependent formaldehyde dehydrogenase (incorrect)
1.1.1.285	3''-deamino-3''-oxonicotianamine reductase
1.1.1.286	isocitrate---homoisocitrate dehydrogenase; homoisocitrate---isocitrate dehydrogenase; PH1722
1.1.1.287	D-arabinitol dehydrogenase (NADP+); NADP+-dependent D-arabitol dehydrogenase; ARD1p; D-arabitol dehydrogenase 1
1.1.1.288	xanthoxin dehydrogenase; xanthoxin oxidase; ABA2
1.1.1.289	sorbose reductase; Sou1p
1.1.1.29	glycerate dehydrogenase; D-glycerate dehydrogenase; hydroxypyruvate reductase; (R)-glycerate:NAD+ oxidoreductase
1.1.1.290	4-phosphoerythronate dehydrogenase; PdxB; PdxB 4PE dehydrogenase; 4-O-phosphoerythronate dehydrogenase; 4PE dehydrogenase; erythronate-4-phosphate dehydrogenase
1.1.1.291	2-hydroxymethylglutarate dehydrogenase; HgD
1.1.1.292	1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming); 1,5-anhydro-D-fructose reductase (ambiguous); AFR (ambiguous)
1.1.1.293	Deleted entry
1.1.1.294	chlorophyll(ide) b reductase; chlorophyll b reductase; Chl b reductase
1.1.1.295	momilactone-A synthase; momilactone A synthase; OsMAS
1.1.1.296	dihydrocarveol dehydrogenase; carveol dehydrogenase (ambiguous)
1.1.1.297	limonene-1,2-diol dehydrogenase; NAD+-dependent limonene-1,2-diol dehydrogenase
1.1.1.298	3-hydroxypropionate dehydrogenase (NADP+); 3-hydroxypropanoate dehydrogenase (NADP+); 3-hydroxypropionate:NADP+ oxidoreductase
1.1.1.299	malate dehydrogenase [NAD(P)+]; MdH II, NAD(P)+-dependent malate dehyrogenase
1.1.1.3	homoserine dehydrogenase; HSDH; HSD
1.1.1.30	3-hydroxybutyrate dehydrogenase; NAD-beta-hydroxybutyrate dehydrogenase; hydroxybutyrate oxidoreductase; beta-hydroxybutyrate dehydrogenase; D-beta-hydroxybutyrate dehydrogenase; D-3-hydroxybutyrate dehydrogenase; D-(-)-3-hydroxybutyrate dehydrogenase; beta-hydroxybutyric acid dehydrogenase; 3-D-hydroxybutyrate dehydrogenase; beta-hydroxybutyric dehydrogenase
1.1.1.300	NADP-retinol dehydrogenase; all-trans retinal reductase (ambiguous); all-trans-retinol dehydrogenase; NADP(H)-dependent retinol dehydrogenase/reductase; RDH11; RDH12; RDH13; RDH14; retinol dehydrogenase 12; retinol dehydrogenase 14; retinol dehydrogenase [NADP+]; RalR1; PSDR1
1.1.1.301	D-arabitol-phosphate dehydrogenase; APDH; D-arabitol 1-phosphate dehydrogenase; D-arabitol 5-phosphate dehydrogenase; D-arabinitol 1-phosphate dehydrogenase; D-arabinitol 5-phosphate dehydrogenase
1.1.1.302	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase; 2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase; MjaRED; MJ0671 (gene name)
1.1.1.303	diacetyl reductase [(R)-acetoin forming]; (R)-acetoin dehydrogenase
1.1.1.304	diacetyl reductase [(S)-acetoin forming]; (S)-acetoin dehydrogenase
1.1.1.305	UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating); UDP-GlcUA decarboxylase; ArnADH; UDP-glucuronate:NAD+ oxidoreductase (decarboxylating)
1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase; NAD/factor-dependent formaldehyde dehydrogenase; mycothiol-dependent formaldehyde dehydrogenase
1.1.1.307	D-xylose reductase [NAD(P)H]; XylR; msXR; dsXR; dual specific xylose reductase; NAD(P)H-dependent xylose reductase; xylose reductase (ambiguous); D-xylose reductase (ambiguous)
1.1.1.308	sulfopropanediol 3-dehydrogenase; DHPS 3-dehydrogenase (sulfolactate forming); 2,3-dihydroxypropane-1-sulfonate 3-dehydrogenase (sulfolactate forming); dihydroxypropanesulfonate 3-dehydrogenase; hpsN (gene name)
1.1.1.309	phosphonoacetaldehyde reductase (NADH); PhpC
1.1.1.31	3-hydroxyisobutyrate dehydrogenase; beta-hydroxyisobutyrate dehydrogenase
1.1.1.310	(S)-sulfolactate dehydrogenase; (2S)-3-sulfolactate dehydrogenase; SlcC
1.1.1.311	(S)-1-phenylethanol dehydrogenase; PED
1.1.1.312	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase; 2-hydroxy-4-carboxymuconate 6-semialdehyde dehydrogenase; 4-carboxy-2-hydroxy-cis,cis-muconate-6-semialdehyde:NADP+ oxidoreductase; alpha-hydroxy-gamma-carboxymuconic epsilon-semialdehyde dehydrogenase; 4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase; LigC; ProD
1.1.1.313	sulfoacetaldehyde reductase (NADPH); isfD (gene name)
1.1.1.314	Deleted entry
1.1.1.315	11-cis-retinol dehydrogenase; RDH5 (gene name)
1.1.1.316	L-galactose 1-dehydrogenase; L-GalDH; L-galactose dehydrogenase
1.1.1.317	perakine reductase
1.1.1.318	eugenol synthase; LtCES1; EGS1; EGS2
1.1.1.319	isoeugenol synthase; IGS1; t-anol/isoeugenol synthase 1
1.1.1.32	Deleted entry
1.1.1.320	benzil reductase [(S)-benzoin forming]; YueD
1.1.1.321	benzil reductase [(R)-benzoin forming]
1.1.1.322	(-)-endo-fenchol dehydrogenase; l-endo-fenchol dehydrogenase; FDH
1.1.1.323	(+)-thujan-3-ol dehydrogenase; d-3-thujanol dehydrogenase; TDH
1.1.1.324	8-hydroxygeraniol dehydrogenase; 8-hydroxygeraniol oxidoreductase; CYP76B10; G10H; CrG10H; SmG10H; acyclic monoterpene primary alcohol:NADP+ oxidoreductase
1.1.1.325	sepiapterin reductase (L-threo-7,8-dihydrobiopterin forming)
1.1.1.326	zerumbone synthase; ZSD1
1.1.1.327	5-exo-hydroxycamphor dehydrogenase; F-dehydrogenase; FdeH
1.1.1.328	nicotine blue oxidoreductase; nboR (gene name)
1.1.1.329	2-deoxy-scyllo-inosamine dehydrogenase; neoA (gene name); kanK (gene name, ambiguous); kanE (gene name, ambiguous)
1.1.1.33	Deleted entry
1.1.1.330	very-long-chain 3-oxoacyl-CoA reductase; very-long-chain 3-ketoacyl-CoA reductase; very-long-chain beta-ketoacyl-CoA reductase; KCR (gene name); IFA38 (gene name)
1.1.1.331	secoisolariciresinol dehydrogenase
1.1.1.332	chanoclavine-I dehydrogenase; easD (gene name); fgaDH (gene name)
1.1.1.333	decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase; decaprenylphospho-beta-D-ribofuranose 2'-epimerase; Rv3791; DprE2
1.1.1.334	methylecgonone reductase; MecgoR (gene name)
1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase; WlbA; WbpB
1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase; UDP-ManNAc 6-dehydrogenase; wecC (gene name)
1.1.1.337	L-2-hydroxycarboxylate dehydrogenase (NAD+); (R)-sulfolactate:NAD+ oxidoreductase; L-sulfolactate dehydrogenase; (R)-sulfolactate dehydrogenase; L-2-hydroxyacid dehydrogenase (NAD+); ComC
1.1.1.338	(2R)-3-sulfolactate dehydrogenase (NADP+); (R)-sulfolactate:NADP+ oxidoreductase; L-sulfolactate dehydrogenase; (R)-sulfolactate dehydrogenase; ComC
1.1.1.339	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+); tll (gene name)
1.1.1.34	hydroxymethylglutaryl-CoA reductase (NADPH); hydroxymethylglutaryl coenzyme A reductase (reduced nicotinamide adenine dinucleotide phosphate); 3-hydroxy-3-methylglutaryl-CoA reductase (ambiguous); beta-hydroxy-beta-methylglutaryl coenzyme A reductase (ambiguous); hydroxymethylglutaryl CoA reductase (NADPH); S-3-hydroxy-3-methylglutaryl-CoA reductase (ambiguous); NADPH-hydroxymethylglutaryl-CoA reductase; HMGCoA reductase-mevalonate:NADP-oxidoreductase (acetylating-CoA); 3-hydroxy-3-methylglutaryl CoA reductase (NADPH); hydroxymethylglutaryl-CoA reductase (NADPH2)
1.1.1.340	1-deoxy-11beta-hydroxypentalenate dehydrogenase; 1-deoxy-11beta-hydroxypentalenic acid dehydrogenase; ptlF (gene name); penF (gene name)
1.1.1.341	CDP-abequose synthase; rfbJ (gene name)
1.1.1.342	CDP-paratose synthase; rfbS (gene name)
1.1.1.343	phosphogluconate dehydrogenase (NAD+-dependent, decarboxylating); 6-PGDH (ambiguous); gntZ (gene name); GNDl
1.1.1.344	dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+]; tal (gene name)
1.1.1.345	D-2-hydroxyacid dehydrogenase (NAD+); LdhA; HdhD; D-2-hydroxyisocaproate dehydrogenase; R-HicDH; D-HicDH; (R)-2-hydroxy-4-methylpentanoate:NAD+ oxidoreductase; (R)-2-hydroxyisocaproate dehydrogenase; D-mandelate dehydrogenase (ambiguous)
1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming); 2,5-diketo-D-gluconate-reductase (ambiguous); YqhE reductase; dkgA (gene name); dkgB (gene name)
1.1.1.347	geraniol dehydrogenase (NAD+); GeDH; geoA (gene name)
1.1.1.348	(3R)-2'-hydroxyisoflavanone reductase; vestitone reductase; pterocarpin synthase (incorrect); pterocarpan synthase (incorrect)
1.1.1.349	norsolorinic acid ketoreductase; aflD (gene name); nor-1 (gene name)
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase; beta-hydroxyacyl dehydrogenase; beta-keto-reductase; 3-keto reductase; 3-hydroxyacyl coenzyme A dehydrogenase; beta-hydroxyacyl-coenzyme A synthetase; beta-hydroxyacylcoenzyme A dehydrogenase; beta-hydroxybutyrylcoenzyme A dehydrogenase; 3-hydroxyacetyl-coenzyme A dehydrogenase; L-3-hydroxyacyl coenzyme A dehydrogenase; L-3-hydroxyacyl CoA dehydrogenase; beta-hydroxyacyl CoA dehydrogenase; 3beta-hydroxyacyl coenzyme A dehydrogenase; 3-hydroxybutyryl-CoA dehydrogenase; beta-ketoacyl-CoA reductase; beta-hydroxy acid dehydrogenase; 3-L-hydroxyacyl-CoA dehydrogenase; 3-hydroxyisobutyryl-CoA dehydrogenase; 1-specific DPN-linked beta-hydroxybutyric dehydrogenase
1.1.1.350	ureidoglycolate dehydrogenase (NAD+)
1.1.1.351	phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating]
1.1.1.352	5'-hydroxyaverantin dehydrogenase; HAVN dehydrogenase; adhA (gene name)
1.1.1.353	versiconal hemiacetal acetate reductase; VHA reductase; VHA reductase I; VHA reductase II; vrdA (gene name)
1.1.1.354	farnesol dehydrogenase (NAD+); NAD+-farnesol dehydrogenase
1.1.1.355	2'-dehydrokanamycin reductase; kanK (gene name, ambiguous)
1.1.1.356	GDP-L-colitose synthase; ColC
1.1.1.357	3alpha-hydroxysteroid 3-dehydrogenase; 3alpha-hydroxysteroid dehydrogenase; AKR1C4 (gene name); AKR1C2 (gene name); hsdA (gene name)
1.1.1.358	2-dehydropantolactone reductase; 2-oxopantoyl lactone reductase; 2-ketopantoyl lactone reductase; ketopantoyl lactone reductase; 2-dehydropantoyl-lactone reductase
1.1.1.359	aldose 1-dehydrogenase [NAD(P)+]
1.1.1.36	acetoacetyl-CoA reductase; acetoacetyl coenzyme A reductase; hydroxyacyl coenzyme-A dehydrogenase; NADP-linked acetoacetyl CoA reductase; NADPH:acetoacetyl-CoA reductase; D(-)-beta-hydroxybutyryl CoA-NADP oxidoreductase; short chain beta-ketoacetyl(acetoacetyl)-CoA reductase; beta-ketoacyl-CoA reductase; D-3-hydroxyacyl-CoA reductase; (R)-3-hydroxyacyl-CoA dehydrogenase
1.1.1.360	glucose/galactose 1-dehydrogenase; GdhA; dual-specific glucose/galactose dehydrogenase; glucose (galactose) dehydrogenase; glucose/galactose dehydrogenase
1.1.1.361	glucose-6-phosphate 3-dehydrogenase; ntdC (gene name)
1.1.1.362	aklaviketone reductase; dauE (gene name); aknU (gene name)
1.1.1.363	glucose-6-phosphate dehydrogenase [NAD(P)+]; G6PDH; G6PD; Glc6PD
1.1.1.364	dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase; dTDP-4-dehydro-6-deoxygulose reductase; tylD (gene name); gerKI (gene name); chmD (gene name); mydI (gene name)
1.1.1.365	D-galacturonate reductase; GalUR; gar1 (gene name)
1.1.1.366	L-idonate 5-dehydrogenase (NAD+)
1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase; WbjC; Cap5F
1.1.1.368	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase
1.1.1.369	D-chiro-inositol 1-dehydrogenase; DCI 1-dehydrogenase; IolG
1.1.1.37	malate dehydrogenase; malic dehydrogenase; L-malate dehydrogenase; NAD-L-malate dehydrogenase; malic acid dehydrogenase; NAD-dependent malic dehydrogenase; NAD-malate dehydrogenase; NAD-malic dehydrogenase; malate (NAD) dehydrogenase; NAD-dependent malate dehydrogenase; NAD-specific malate dehydrogenase; NAD-linked malate dehydrogenase; MDH (ambiguous); L-malate-NAD+ oxidoreductase
1.1.1.370	scyllo-inositol 2-dehydrogenase (NAD+); iolX (gene name)
1.1.1.371	scyllo-inositol 2-dehydrogenase (NADP+); iolW (gene name)
1.1.1.372	D/L-glyceraldehyde reductase; gld1 (gene name); gaaD (gene name)
1.1.1.373	sulfolactaldehyde 3-reductase; yihU (gene name)
1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase
1.1.1.375	L-2-hydroxycarboxylate dehydrogenase [NAD(P)+]; MdhII; lactate/malate dehydrogenase
1.1.1.376	L-arabinose 1-dehydrogenase [NAD(P)+]; L-arabino-aldose dehydrogenase
1.1.1.377	L-rhamnose 1-dehydrogenase (NADP+)
1.1.1.378	L-rhamnose 1-dehydrogenase [NAD(P)+]
1.1.1.379	(R)-mandelate dehydrogenase; ManDH2; D-ManDH2; D-mandelate dehydrogenase (ambiguous)
1.1.1.38	malate dehydrogenase (oxaloacetate-decarboxylating); 'malic' enzyme (ambiguous); pyruvic-malic carboxylase (ambiguous); NAD+-specific malic enzyme; NAD+-malic enzyme; NAD+-linked malic enzyme
1.1.1.380	L-gulonate 5-dehydrogenase
1.1.1.381	3-hydroxy acid dehydrogenase; ydfG (gene name); YMR226c (gene name)
1.1.1.382	ketol-acid reductoisomerase (NAD+)
1.1.1.383	ketol-acid reductoisomerase [NAD(P)+]
1.1.1.384	dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase; KijD10; dTDP-4-keto-2,6-dideoxy-D-glucose 3-oxidoreductase; dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose 3-oxidoreductase
1.1.1.385	dihydroanticapsin dehydrogenase; BacC; ywfD (gene name)
1.1.1.386	ipsdienol dehydrogenase; IDOLDH
1.1.1.387	L-serine 3-dehydrogenase (NAD+); NAD+-dependent L-serine dehydrogenase
1.1.1.388	glucose-6-phosphate dehydrogenase (NAD+); Glc6PDH; azf (gene name); archaeal zwischenferment
1.1.1.389	2-dehydro-3-deoxy-L-galactonate 5-dehydrogenase
1.1.1.39	malate dehydrogenase (decarboxylating); 'malic' enzyme (ambiguous); pyruvic-malic carboxylase (ambiguous); NAD-specific malic enzyme (ambiguous); NAD-malic enzyme (ambiguous); malate dehydrogenase (decarboxylating) (ambiguous)
1.1.1.390	sulfoquinovose 1-dehydrogenase
1.1.1.391	3beta-hydroxycholanate 3-dehydrogenase (NAD+); 3beta-hydroxysteroid dehydrogenase
1.1.1.392	3alpha-hydroxycholanate dehydrogenase (NADP+); alpha-hydroxy-cholanate dehydrogenase (ambiguous)
1.1.1.393	3beta-hydroxycholanate 3-dehydrogenase (NADP+); 3beta-hydroxysteroid dehydrogenase (ambiguous)
1.1.1.394	aurachin B dehydrogenase; AuaH
1.1.1.395	3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase; baiA1 (gene name); baiA2 (gene name); baiA3 (gene name)
1.1.1.396	bacteriochlorophyllide a dehydrogenase; bchC (gene name)
1.1.1.397	beta-methylindole-3-pyruvate reductase; ind2 (gene name)
1.1.1.398	2-glutathionyl-2-methylbut-3-en-1-ol dehydrogenase; isoH (gene name); 4-hydroxy-3-glutathionyl-3-methylbut-1-ene dehydrogenase
1.1.1.399	2-oxoglutarate reductase; serA (gene name)
1.1.1.4	(R,R)-butanediol dehydrogenase; butyleneglycol dehydrogenase; D-butanediol dehydrogenase; D-(-)-butanediol dehydrogenase; butylene glycol dehydrogenase; diacetyl (acetoin) reductase; D-aminopropanol dehydrogenase; 1-amino-2-propanol dehydrogenase; 2,3-butanediol dehydrogenase; D-1-amino-2-propanol dehydrogenase; (R)-diacetyl reductase; (R)-2,3-butanediol dehydrogenase; D-1-amino-2-propanol:NAD+ oxidoreductase; 1-amino-2-propanol oxidoreductase; aminopropanol oxidoreductase
1.1.1.40	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+); 'malic' enzyme (ambiguous); pyruvic-malic carboxylase (ambiguous); malate dehydrogenase (decarboxylating, NADP+); NADP+-linked decarboxylating malic enzyme; NADP+-malic enzyme; NADP+-specific malic enzyme; NADP+-specific malate dehydrogenase; malate dehydrogenase (NADP+, decarboxylating); L-malate:NADP+ oxidoreductase
1.1.1.400	2-methyl-1,2-propanediol dehydrogenase; mpdB (gene name)
1.1.1.401	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+); 2-keto-3-deoxy-L-rhamnonate dehydrogenase
1.1.1.402	D-erythritol 1-phosphate dehydrogenase; eryB (gene name)
1.1.1.403	D-threitol dehydrogenase (NAD+); dthD (gene name)
1.1.1.404	tetrachlorobenzoquinone reductase; pcpD (gene name); TCBQ reductase
1.1.1.405	ribitol-5-phosphate 2-dehydrogenase (NADP+); acs1 (gene name); bcs1 (gene name); tarJ (gene name); ribulose-5-phosphate reductase; ribulose-5-P reductase; D-ribulose 5-phosphate reductase
